DR,A%,DF%,1stIn,1st%,2nd%
1.23,7.6%,0.0%,69.6%,70.9%,70.8%
0.79,11.0%,2.7%,75.3%,65.5%,44.4%
1.40,10.0%,2.9%,64.3%,75.6%,72.0%
2.81,13.2%,0.0%,68.4%,84.6%,58.3%
0.76,0.0%,0.0%,66.3%,55.9%,50.0%
0.84,6.7%,3.3%,64.4%,75.9%,43.8%
1.01,2.8%,0.0%,62.5%,68.9%,70.4%
1.10,8.1%,0.0%,68.7%,76.5%,58.1%
1.47,11.3%,1.9%,62.3%,69.7%,55.0%
0.67,10.2%,3.4%,55.1%,66.2%,60.4%
1.62,19.2%,7.7%,50.0%,84.6%,61.5%
0.42,0.0%,0.0%,70.6%,41.7%,0.0%
1.00,6.3%,5.2%,70.8%,77.9%,50.0%
1.25,3.6%,4.8%,63.9%,71.7%,30.0%
0.30,0.0%,0.0%,62.5%,60.0%,66.7%
1.36,4.8%,3.2%,56.5%,68.6%,48.1%
1.38,4.5%,4.5%,56.7%,73.7%,55.2%
1.86,11.1%,2.2%,46.7%,81.0%,58.3%
2.17,22.5%,0.0%,57.5%,82.6%,58.8%
1.11,5.0%,3.8%,68.8%,54.5%,48.0%
1.02,4.5%,1.1%,63.6%,71.4%,40.6%
1.22,13.8%,3.1%,61.5%,77.5%,60.0%
2.20,4.7%,2.3%,55.8%,91.7%,57.9%
1.03,4.6%,2.3%,58.6%,72.5%,44.4%
1.30,10.0%,2.9%,50.0%,77.1%,54.3%
2.70,11.1%,5.6%,66.7%,87.5%,58.3%
0.74,1.1%,6.5%,54.3%,58.0%,50.0%
1.34,6.5%,4.8%,43.5%,85.2%,54.3%
0.68,3.1%,1.0%,62.2%,67.2%,54.1%
1.50,3.9%,3.9%,60.8%,64.5%,65.0%
0.68,0.0%,1.4%,63.5%,68.1%,44.4%
2.50,17.1%,0.0%,58.5%,87.5%,70.6%
1.29,5.6%,4.2%,55.6%,75.0%,46.9%
1.68,2.0%,0.0%,64.0%,84.4%,55.6%
1.38,9.6%,4.1%,67.1%,71.4%,70.8%
