DR,A%,DF%,1stIn,1st%,2nd%
0.70,10.6%,9.1%,56.1%,62.2%,31.0%
0.89,8.1%,6.5%,59.7%,70.3%,60.0%
1.08,3.2%,10.8%,59.1%,70.9%,42.1%
1.66,6.4%,0.0%,51.1%,83.3%,73.9%
0.99,11.0%,7.3%,61.0%,76.0%,43.8%
0.93,2.9%,9.5%,60.0%,65.1%,52.4%
0.77,7.8%,5.6%,55.6%,72.0%,45.0%
1.68,19.6%,2.0%,64.7%,81.8%,72.2%
0.62,14.3%,12.7%,47.6%,73.3%,42.4%
1.40,20.4%,7.4%,59.3%,87.5%,27.3%
0.93,12.2%,7.8%,48.9%,81.8%,54.3%
0.83,7.1%,1.9%,58.1%,66.7%,55.4%
1.16,9.1%,8.1%,54.5%,81.5%,57.8%
0.59,5.1%,3.8%,36.7%,65.5%,46.0%
0.68,13.8%,1.5%,66.2%,72.1%,54.5%
1.17,21.4%,3.9%,69.9%,84.7%,51.6%
1.11,13.6%,1.2%,46.9%,81.6%,55.8%
3.20,15.7%,3.9%,64.7%,90.9%,83.3%
0.82,8.2%,1.6%,62.3%,68.4%,43.5%
0.68,3.6%,10.7%,53.6%,71.1%,43.6%
0.56,4.8%,2.4%,64.3%,59.3%,33.3%
1.17,4.1%,2.7%,46.6%,82.4%,53.8%
0.86,5.3%,10.6%,53.1%,73.3%,43.4%
0.66,10.7%,5.4%,64.3%,80.6%,35.0%
1.00,12.4%,4.4%,60.2%,76.5%,48.9%
0.66,8.8%,4.4%,61.8%,59.5%,38.5%
2.28,13.3%,0.0%,80.0%,85.4%,83.3%
1.18,13.4%,2.4%,63.4%,73.1%,56.7%
0.73,14.4%,5.6%,63.3%,77.2%,66.7%
1.40,9.5%,1.4%,56.8%,81.0%,56.3%
1.55,14.7%,2.9%,60.8%,87.1%,60.0%
0.32,5.3%,7.9%,65.8%,68.0%,15.4%
1.66,23.7%,0.0%,69.5%,80.5%,66.7%
0.47,9.3%,1.9%,55.6%,76.7%,50.0%
0.86,13.5%,3.8%,65.4%,72.1%,44.4%
0.74,4.3%,5.4%,63.4%,78.0%,47.1%
1.36,17.9%,1.5%,64.2%,83.7%,62.5%
0.90,10.3%,5.7%,55.2%,68.8%,61.5%
0.74,14.1%,6.4%,52.6%,73.2%,54.1%
2.20,18.2%,4.5%,54.5%,83.3%,70.0%
1.67,19.1%,5.9%,50.0%,85.3%,67.6%
0.71,11.2%,7.9%,42.7%,81.6%,39.2%
1.24,18.9%,8.4%,51.6%,89.8%,41.3%
0.92,8.2%,5.9%,56.5%,64.6%,51.4%
1.62,13.3%,9.6%,60.2%,88.0%,60.6%
1.03,16.2%,6.7%,52.4%,80.0%,54.0%
2.04,26.9%,3.8%,63.5%,87.9%,57.9%
1.05,14.6%,6.3%,53.1%,80.4%,62.2%
1.32,10.0%,3.3%,48.9%,86.4%,54.3%
1.28,15.3%,5.1%,50.8%,80.0%,62.1%
0.98,17.7%,2.1%,60.4%,84.5%,50.0%
1.77,21.1%,1.8%,68.4%,79.5%,77.8%
0.74,6.5%,8.7%,54.3%,68.0%,44.4%
0.41,12.7%,9.1%,56.4%,67.7%,29.2%
0.72,6.9%,6.9%,60.3%,69.6%,51.9%
1.10,12.4%,7.0%,52.7%,75.0%,54.1%
0.85,7.8%,7.8%,59.1%,80.9%,59.6%
0.41,7.1%,7.1%,50.0%,57.1%,46.4%
0.86,4.7%,3.4%,51.4%,75.0%,48.6%
0.81,13.8%,2.6%,62.1%,75.0%,63.6%
1.61,22.6%,1.6%,67.7%,78.6%,50.0%
3.11,22.0%,7.3%,46.3%,94.7%,72.7%
0.96,5.5%,1.4%,46.6%,70.6%,41.0%
1.07,10.1%,2.9%,55.1%,89.5%,32.3%
0.86,12.4%,7.6%,47.6%,82.0%,47.3%
1.21,4.6%,3.7%,54.1%,86.4%,52.0%
0.69,13.0%,7.2%,50.7%,62.9%,52.9%
1.95,26.9%,1.9%,76.9%,85.0%,66.7%
1.49,8.2%,3.3%,59.0%,75.0%,60.0%
3.40,11.8%,8.8%,67.6%,100.0%,45.5%
0.92,7.2%,5.6%,53.6%,76.1%,46.6%
0.99,10.7%,3.1%,59.5%,76.9%,52.8%
1.15,5.6%,5.6%,54.2%,71.8%,60.6%
1.39,18.1%,5.6%,63.9%,80.4%,50.0%
0.82,12.1%,8.3%,62.1%,74.4%,52.0%
1.28,21.5%,1.5%,63.1%,82.9%,66.7%
1.45,21.2%,15.4%,63.5%,93.9%,52.6%
1.17,25.3%,9.1%,57.6%,84.2%,61.9%
1.55,17.6%,3.9%,52.9%,88.9%,66.7%
1.52,13.0%,1.9%,57.4%,90.3%,47.8%
0.78,10.6%,4.8%,61.5%,78.1%,50.0%
2.54,21.9%,3.1%,53.1%,94.1%,66.7%
0.96,11.1%,6.5%,52.9%,76.5%,47.2%
0.85,11.8%,6.5%,55.9%,78.8%,41.5%
0.76,16.1%,2.2%,62.4%,72.4%,40.0%
0.87,17.6%,4.1%,63.5%,78.7%,48.1%
1.49,8.5%,5.1%,57.6%,82.4%,60.0%
0.68,16.5%,2.9%,52.4%,72.2%,46.9%
0.70,17.3%,5.3%,50.7%,78.9%,45.9%
0.94,20.9%,3.3%,56.0%,76.5%,60.0%
1.13,15.4%,9.9%,49.5%,80.0%,56.5%
1.98,15.4%,3.8%,67.3%,82.9%,52.9%
1.02,8.7%,5.4%,56.5%,76.9%,55.0%
1.48,7.7%,5.8%,48.1%,72.0%,70.4%
0.77,19.6%,3.7%,54.2%,81.0%,61.2%
1.01,15.5%,11.5%,48.6%,77.8%,44.7%
1.09,11.4%,4.5%,53.5%,78.7%,59.6%
1.39,10.0%,4.0%,44.0%,72.7%,64.3%
1.18,11.8%,1.3%,65.8%,82.0%,61.5%
0.61,8.0%,2.0%,52.0%,65.4%,37.5%
2.05,19.1%,6.4%,55.3%,88.5%,66.7%
1.88,26.4%,9.4%,56.6%,90.0%,65.2%
1.28,21.3%,1.3%,47.5%,92.1%,64.3%
0.53,13.3%,11.7%,56.7%,67.6%,19.2%
