DR,A%,DF%,1stIn,1st%,2nd%
1.30,4.3%,2.9%,68.6%,79.2%,54.5%
0.88,6.8%,1.1%,55.7%,71.4%,51.3%
1.80,4.0%,10.0%,52.0%,69.2%,54.2%
1.00,6.3%,6.3%,58.3%,75.0%,50.0%
2.15,2.4%,4.8%,61.9%,80.8%,68.8%
1.26,3.0%,1.5%,47.8%,59.4%,60.0%
0.95,6.7%,0.0%,65.2%,70.7%,45.2%
1.15,4.0%,9.3%,52.0%,82.1%,36.1%
1.94,4.8%,2.4%,57.1%,79.2%,66.7%
2.01,10.7%,3.6%,55.4%,83.9%,76.0%
0.32,3.6%,1.8%,63.6%,57.1%,40.0%
1.19,10.1%,2.9%,68.1%,70.2%,59.1%
1.37,3.2%,4.8%,47.6%,76.7%,57.6%
1.00,4.4%,4.4%,71.1%,57.8%,57.7%
1.11,7.9%,1.6%,61.9%,66.7%,66.7%
1.66,5.5%,1.8%,67.3%,89.2%,55.6%
1.02,7.0%,0.0%,61.0%,70.5%,53.8%
1.33,11.8%,1.5%,70.6%,83.3%,40.0%
2.72,6.3%,0.0%,64.6%,87.1%,82.4%
0.85,8.5%,3.7%,65.9%,66.7%,46.4%
1.23,5.9%,1.0%,73.3%,77.0%,81.5%
1.53,7.6%,1.5%,69.7%,73.9%,70.0%
1.31,14.3%,1.1%,60.4%,85.5%,61.1%
0.66,4.7%,1.6%,59.4%,55.3%,46.2%
0.95,3.9%,3.9%,62.1%,62.5%,51.3%
2.76,15.4%,0.0%,65.4%,82.4%,66.7%
0.89,13.5%,1.8%,63.1%,68.6%,63.4%
1.39,1.4%,0.0%,62.0%,75.0%,66.7%
1.74,10.5%,0.0%,66.7%,86.8%,57.9%
0.74,4.8%,1.6%,52.4%,57.6%,36.7%
0.49,1.4%,2.7%,60.3%,61.4%,41.4%
1.25,11.4%,2.9%,64.8%,75.0%,54.1%
3.34,13.3%,1.7%,73.3%,90.9%,75.0%
1.45,7.0%,1.7%,63.5%,78.1%,66.7%
1.25,6.4%,3.6%,64.5%,77.5%,48.7%
0.85,5.7%,3.4%,54.0%,68.1%,47.5%
0.93,3.1%,2.0%,68.4%,70.1%,41.9%
1.34,4.5%,3.0%,55.2%,81.1%,56.7%
2.13,8.9%,2.2%,44.4%,80.0%,68.0%
0.93,4.0%,6.0%,67.0%,82.1%,57.6%
